battery_power;clock_speed;dual_sim;int_memory;mobile_weight;n_cores;px_height;px_width;ram;talk_time;touch_screen;wifi;price_range
1866;25;1;47;89;5;358;1782;1444;20;0;0;1
1597;23;0;34;89;1;64;1667;934;9;1;0;0
1046;28;1;58;100;8;259;1040;3863;9;1;1;3
1035;6;1;44;99;3;236;1960;3506;12;1;0;3
1175;13;0;19;164;7;873;1394;1944;9;1;0;1
1261;5;1;11;90;4;858;1591;348;14;0;1;0
1068;7;1;51;124;4;1405;1910;550;6;1;0;0
1713;30;1;20;104;7;237;890;971;10;0;0;0
1688;25;0;21;170;7;650;864;3984;8;1;1;3
1413;5;1;45;104;5;1949;1994;2973;15;0;1;3
559;5;0;11;82;5;541;823;2019;16;1;1;1
1483;26;1;19;146;7;361;1552;1587;19;0;0;1
860;16;1;48;187;7;335;1463;1870;18;0;0;1
1090;13;1;27;91;4;1638;1910;1352;11;1;0;1
686;5;0;3;91;6;1109;1392;570;19;1;0;0
818;13;0;43;177;6;111;510;546;7;1;1;0
1456;16;1;49;193;3;1285;1427;3624;16;1;0;3
774;5;1;10;188;2;1480;1731;2944;2;1;1;2
1068;5;1;19;197;8;322;875;1209;12;1;0;0
1373;19;1;29;141;6;1220;1348;2752;7;1;1;3
1777;30;0;20;188;6;511;616;3868;7;1;1;3
594;8;0;28;132;5;1011;1263;3087;4;1;1;2
1524;26;1;57;124;2;629;635;947;16;1;1;0
511;6;1;50;175;3;140;622;1484;8;0;0;0
1402;6;1;46;87;7;1081;1767;347;12;0;1;0
965;5;0;53;131;8;297;653;3227;8;0;0;2
1270;23;0;58;104;5;1512;1716;3299;16;0;1;3
919;5;1;13;159;1;275;570;1028;17;0;0;0
1963;10;0;34;157;2;1136;1813;714;2;0;1;1
1977;13;1;31;173;8;1145;1356;2641;7;0;0;3
1881;22;0;51;158;5;477;1553;1229;14;0;0;1
683;7;0;19;173;4;954;1985;2622;5;0;1;2
772;26;1;6;100;2;741;1471;929;18;1;1;0
536;14;0;53;135;3;547;705;1211;7;0;1;0
1694;18;0;53;186;6;1194;1208;1653;6;0;0;2
1633;17;1;33;111;2;146;906;511;7;1;0;0
1371;5;0;52;167;4;471;663;3034;8;0;0;2
551;28;0;54;172;7;169;1916;1414;19;0;1;0
1221;5;0;28;139;1;1895;1976;2438;10;1;1;3
1000;5;0;63;179;8;1537;1761;3744;7;0;1;3
1986;27;1;64;162;4;236;1520;1377;15;1;1;1
1119;5;1;23;164;4;821;915;3520;7;0;0;3
1699;5;1;59;97;4;466;1768;3796;12;1;1;3
1099;5;0;61;146;3;393;1096;1699;3;1;1;1
1576;26;0;58;90;3;400;631;336;13;1;1;0
950;5;0;55;156;5;774;843;1095;13;1;0;0
1081;25;1;49;99;3;284;519;325;6;0;1;0
606;25;0;53;146;4;465;1152;1223;7;0;0;0
502;15;1;37;199;2;705;1810;1649;14;1;0;1
957;7;0;4;160;2;38;1682;1898;3;1;0;1
1658;14;1;38;159;5;51;739;2609;19;0;0;2
1681;25;1;18;167;1;850;1005;2265;20;1;1;2
1983;5;1;43;87;6;349;676;2775;3;1;1;2
1753;12;0;12;113;7;387;1595;1445;12;1;1;1
1632;14;0;41;132;4;706;1623;2614;15;0;0;2
1949;14;0;57;145;7;951;1178;356;19;0;0;0
1696;17;0;13;97;3;179;772;523;4;1;1;0
688;25;1;57;131;7;426;1964;3745;4;1;0;3
1104;17;0;60;199;2;653;1413;1229;3;1;1;0
1122;28;0;28;184;3;1578;1963;1402;3;1;0;1
504;5;1;46;172;5;280;1795;2085;8;0;0;1
1154;5;0;14;156;7;251;1801;587;4;1;1;0
1727;21;0;63;85;7;1463;1992;2457;7;0;1;3
1674;28;1;52;89;3;1432;1649;2030;6;0;0;2
1948;28;1;18;135;2;477;571;816;3;0;0;0
1218;28;1;39;150;7;1122;1746;1667;12;0;0;1
531;11;0;63;189;7;145;1903;2958;19;1;0;2
1057;21;0;5;154;5;416;1055;3705;13;0;0;3
576;12;0;30;162;8;847;893;2800;16;1;1;2
1960;21;0;7;165;7;868;877;3773;6;1;1;3
673;17;1;22;88;1;594;1088;2050;17;1;0;1
718;7;1;21;88;1;518;830;1754;9;0;1;1
864;17;0;35;103;3;663;1805;1904;13;1;1;1
547;19;1;37;154;5;371;541;2705;10;1;0;1
623;9;0;3;102;8;1749;1781;3537;3;0;1;3
1793;7;1;27;154;5;586;722;1370;19;0;1;1
1720;7;1;19;137;2;409;646;1222;7;0;0;1
812;5;1;64;106;4;35;1309;3102;2;0;0;2
980;5;0;33;160;6;1008;1758;2268;4;1;0;2
643;10;0;18;187;8;442;1079;2648;18;1;1;1
1925;30;1;16;175;8;983;1087;2173;19;1;0;2
1408;25;0;32;151;4;875;982;3162;3;0;0;3
1522;7;1;28;124;1;952;1191;1368;17;0;1;1
587;25;0;51;111;1;244;1361;2746;7;0;1;2
1959;5;1;18;191;6;65;1055;619;8;1;1;0
1872;5;1;17;89;6;1749;1767;724;9;0;1;1
1043;5;0;42;111;3;716;1626;912;6;1;0;0
1809;5;0;23;123;6;433;1661;2784;20;1;1;3
1703;5;0;23;92;6;134;521;793;17;1;0;0
1095;5;0;45;197;1;179;1247;560;10;1;0;0
1414;26;0;27;137;4;804;1564;312;8;0;1;0
1659;25;0;41;88;7;787;1515;545;9;1;1;0
1540;7;1;60;197;7;704;822;1591;2;0;1;1
1342;10;0;31;86;7;991;1638;2746;10;1;0;3
1189;23;0;8;198;3;379;932;893;13;1;0;0
518;24;0;62;128;6;489;710;2514;7;1;1;1
1449;8;1;10;144;1;1518;1883;1032;8;1;1;1
516;11;1;39;91;5;855;1401;819;10;1;1;0
1569;8;1;59;111;3;1261;1383;3672;15;0;1;3
1312;8;1;24;156;6;115;1791;3833;17;1;0;3
1893;5;1;23;179;8;1203;1432;1482;17;1;0;2
1076;25;0;14;105;5;545;1300;2043;14;0;0;1
530;26;0;40;118;6;818;1090;1229;2;1;0;0
1044;28;1;33;129;4;42;1262;1816;15;0;1;1
1330;11;0;37;126;7;1103;1637;2166;4;0;0;2
1836;11;1;14;104;5;168;1068;2469;7;1;1;2
1741;5;0;55;140;5;719;755;2575;7;1;1;2
1869;26;0;30;152;1;163;874;1375;19;0;0;1
1331;5;0;55;146;3;1162;1531;1732;11;0;1;1
1655;5;1;4;105;3;626;1348;673;12;0;0;0
605;15;0;18;162;2;329;656;2301;8;0;0;1
1245;6;0;30;105;5;330;1434;2676;7;0;0;2
1709;8;0;58;136;2;956;1292;1781;17;0;0;2
846;26;0;58;123;4;1140;1983;2248;13;0;0;2
1403;25;1;62;90;4;217;1623;921;18;0;0;0
688;15;0;2;89;3;271;869;391;8;1;1;0
775;25;1;10;185;7;444;1555;1719;18;1;1;1
1154;20;0;35;159;5;1003;1827;3262;16;0;0;3
1375;5;1;35;194;2;227;772;1947;15;1;1;1
1827;8;0;61;130;7;253;1764;2693;7;1;1;3
1697;5;0;60;90;4;88;1046;441;11;1;0;0
741;15;0;14;178;5;334;594;1886;9;1;1;0
1672;5;1;32;174;1;1281;1896;1267;20;1;0;1
514;7;0;57;186;3;168;1320;687;20;1;1;0
1375;13;1;12;105;1;898;1687;2890;12;0;0;3
989;18;1;55;124;1;46;1069;1737;10;0;1;1
1510;25;1;47;138;2;118;1170;887;5;0;0;0
1266;26;0;18;86;7;1187;1595;398;3;1;1;0
1396;24;1;46;138;7;1191;1347;2389;15;0;1;2
808;23;0;45;161;1;526;1324;3431;13;1;1;3
1542;23;0;43;182;2;346;966;3601;16;0;0;3
745;6;1;35;102;8;89;1538;2459;16;1;0;1
1735;19;1;59;148;6;137;846;3230;9;1;0;3
586;5;1;57;188;2;1226;1389;3646;11;1;1;3
1341;21;1;36;107;8;473;574;2200;15;1;0;1
781;13;1;64;88;2;368;607;3862;9;0;0;3
501;5;1;22;174;6;239;1636;3077;17;0;0;2
1224;18;1;44;139;2;622;709;621;14;1;1;0
1970;16;1;58;80;8;654;882;2372;2;1;0;2
618;22;1;63;138;2;853;1781;2574;5;1;0;2
1537;29;0;46;158;4;686;1305;2857;2;1;1;3
1018;22;0;16;153;8;992;1433;3143;20;1;0;3
1545;13;1;35;173;5;115;1352;3197;6;0;1;3
1871;21;0;41;144;8;275;1966;2727;11;0;0;3
1729;21;1;12;186;1;461;1178;1519;5;0;1;1
680;21;1;9;131;3;1428;1500;2438;17;0;0;2
1106;19;0;54;107;3;614;1212;2674;9;0;1;2
635;6;1;50;97;5;193;989;2107;12;0;0;1
618;6;0;16;143;1;1105;1602;2262;4;1;0;2
1671;5;1;5;179;8;398;1263;815;10;1;1;0
1562;12;1;52;105;7;480;728;2829;3;1;1;2
1975;19;1;31;151;1;775;1607;3022;19;0;1;3
831;7;0;62;134;8;1482;1490;2573;18;0;1;2
1524;18;1;10;174;4;154;550;2678;13;0;1;2
1528;18;1;55;129;5;454;1762;1282;11;1;1;1
1447;25;1;9;155;8;737;1455;568;8;0;0;0
1344;15;0;14;190;1;419;556;2074;5;1;0;1
564;30;1;8;130;2;853;1737;2227;14;0;1;1
921;6;1;60;83;2;1211;1229;1080;6;0;1;0
1413;17;0;10;200;6;314;1606;2867;15;1;0;2
831;24;0;55;86;6;172;1239;1075;3;1;0;0
802;5;1;43;153;5;527;734;3063;4;1;0;2
1923;13;0;24;86;4;874;1264;2479;15;1;0;2
1193;30;0;56;196;3;674;864;2394;14;1;0;2
904;12;1;31;112;3;657;1014;2814;19;0;0;2
1285;24;0;51;140;7;475;500;2094;10;0;0;1
1635;26;1;2;182;4;1209;1411;2315;2;1;0;2
1923;10;1;14;154;4;15;525;2519;16;0;1;2
1851;19;1;12;198;6;293;1967;735;14;0;1;0
727;15;0;32;131;7;813;1377;1891;7;0;1;1
1396;15;1;44;118;6;173;1843;1386;8;1;1;1
877;13;1;46;135;1;457;652;3260;6;0;0;2
696;24;0;35;103;3;533;797;2022;4;0;1;1
1009;10;1;2;102;8;912;1043;1716;15;0;0;1
1526;11;1;38;116;5;798;1418;3317;8;1;1;3
987;20;1;20;192;7;412;565;1454;8;1;0;0
1414;22;1;49;101;4;130;887;2290;12;1;0;1
1732;8;0;61;172;5;201;656;3940;20;1;1;3
1587;5;0;50;148;8;299;874;461;4;0;1;0
1097;8;0;21;160;7;1277;1352;2219;12;0;1;2
504;28;1;40;178;3;626;1195;470;16;0;0;0
1159;27;0;28;80;8;378;751;2495;9;1;1;2
1910;14;0;29;146;7;333;639;2944;2;1;1;2
865;12;1;59;159;3;805;1804;2361;19;0;1;2
1930;20;0;16;186;8;1901;1920;1783;13;0;1;2
860;13;1;40;170;3;1573;1581;2832;20;1;1;2
1268;29;0;42;182;6;360;912;931;20;1;0;0
999;18;1;27;167;4;20;745;1344;5;0;0;0
622;7;0;9;127;2;98;511;3916;5;0;1;2
1250;14;0;44;182;7;703;1011;1882;14;0;0;1
763;5;0;51;104;5;273;1278;2865;9;1;1;2
1100;16;0;15;112;8;919;1344;757;16;1;1;0
815;20;1;51;85;6;982;1291;3469;6;0;1;3
618;5;1;57;88;3;879;896;2399;17;1;1;1
553;22;1;18;136;2;1287;1892;3300;20;0;0;3
673;22;1;3;84;2;1109;1247;2719;9;1;1;2
563;20;1;47;115;7;211;684;3012;15;0;0;2
1590;15;1;14;187;4;1058;1109;2836;4;0;0;3
1031;21;1;11;121;2;532;1247;2385;16;0;0;2
909;5;1;30;97;3;290;773;594;4;1;1;0
1880;5;0;7;104;4;890;1019;2968;3;1;0;3
1479;18;1;24;146;6;327;645;3762;5;0;0;3
1271;15;1;2;161;1;1260;1788;892;20;1;0;1
709;19;0;13;81;8;570;1422;467;5;1;1;0
1744;28;0;62;158;1;621;1558;345;14;0;0;0
1314;22;0;40;116;7;328;1858;3033;17;1;1;3
1136;5;0;9;150;6;1307;1767;2110;16;0;1;2
1039;27;0;56;125;8;497;618;3105;5;1;1;2
1300;5;0;62;156;6;219;1037;874;10;1;0;0
732;23;1;39;188;7;1163;1554;3681;15;1;1;3
511;7;1;52;180;2;24;759;3865;7;0;1;2
1092;5;1;11;167;3;468;571;737;11;1;0;0
921;22;1;10;170;7;1272;1469;3153;11;1;0;3
1030;5;0;37;147;1;503;551;2800;12;0;1;2
1130;18;1;27;101;1;1495;1579;315;11;1;0;0
1299;28;1;60;187;8;1333;1838;1412;20;1;1;1
1009;28;1;2;115;7;267;1841;2286;13;0;0;2
1735;18;1;34;140;2;149;876;2392;19;0;1;2
1129;28;1;49;185;2;1070;1079;1857;5;1;1;1
708;19;0;26;116;7;206;620;1419;16;1;1;0
894;7;0;58;123;2;158;747;3305;2;0;0;2
530;24;0;32;88;6;48;1012;959;6;1;0;0
1481;20;1;35;105;3;249;522;2635;4;0;1;2
1068;27;1;45;194;5;935;1499;1754;9;0;1;1
1487;5;0;57;84;3;140;768;2563;14;0;0;2
1524;25;1;41;96;4;184;740;1936;9;1;1;1
1093;19;1;22;196;8;238;807;1869;4;1;1;1
1816;16;1;50;186;5;800;1089;3637;16;0;1;3
627;18;0;20;142;3;211;507;896;14;0;0;0
989;7;0;51;132;3;670;804;2349;20;0;1;1
1895;5;0;5;134;1;725;1335;774;6;1;0;1
805;17;1;58;168;3;81;1544;3397;2;0;0;2
713;16;0;2;181;8;1211;1378;485;4;1;1;0
864;25;0;24;148;4;1362;1378;3964;12;1;0;3
1177;9;0;11;181;4;945;1923;1887;11;1;1;1
582;5;0;32;107;3;1043;1702;2977;20;1;1;2
1898;18;1;56;185;7;444;739;2114;19;1;1;2
1158;7;1;29;123;2;311;1796;1542;15;0;1;1
1451;5;0;57;181;8;812;1456;3038;18;0;1;3
1820;14;0;51;163;7;202;1884;2481;11;0;0;2
984;5;1;9;140;3;531;707;841;16;0;0;0
580;21;1;24;135;4;404;898;3565;8;0;1;2
1263;20;0;5;146;6;954;1609;1958;4;1;1;2
1237;5;0;27;87;8;274;603;2454;8;1;1;2
514;16;0;37;172;1;956;1723;3392;5;1;1;3
1515;26;0;56;184;3;1438;1593;262;20;1;0;0
721;5;1;6;194;4;1446;1988;530;8;0;1;0
603;25;1;35;126;3;692;1057;3703;9;0;1;3
1426;25;0;55;109;1;777;1032;2562;3;0;0;2
1820;17;1;64;161;1;1157;1951;574;18;1;0;1
1215;10;0;16;130;4;454;1473;2632;15;0;1;2
697;27;1;20;173;2;478;1477;259;4;1;1;0
717;5;1;10;198;1;217;1106;688;15;1;0;0
1348;20;1;36;145;6;468;741;2554;12;1;0;2
1164;26;1;61;88;1;1107;1656;3859;17;1;0;3
578;5;0;62;170;5;626;1134;2977;5;1;1;2
1971;5;1;40;186;7;485;922;571;17;1;0;0
1794;5;1;55;86;7;43;627;402;14;0;1;0
1558;25;0;32;114;5;322;1385;878;17;1;1;0
1597;9;0;4;85;1;880;1145;2130;15;1;0;2
1240;16;0;39;146;2;1511;1756;3260;17;0;1;3
1994;8;1;7;88;8;667;711;454;6;1;0;0
1221;23;0;35;152;7;765;1899;2638;14;1;1;2
989;16;1;24;156;8;614;679;2819;5;0;1;2
1180;12;0;50;144;4;925;1252;1464;20;1;1;1
718;28;0;59;113;6;1185;1387;1824;3;1;0;1
1670;16;1;47;139;8;1706;1886;876;5;1;0;1
534;25;0;21;164;7;347;1477;2706;18;1;0;2
1566;5;1;20;126;2;1603;1930;659;13;1;1;1
1935;5;0;29;124;5;806;860;455;6;0;1;0
504;28;1;54;163;2;1207;1539;2378;2;0;0;2
913;17;1;41;103;1;431;1144;2278;18;1;0;1
1317;18;1;43;113;5;179;613;3436;5;1;1;3
917;5;0;31;88;6;423;909;3424;13;1;0;3
712;25;1;49;99;6;1131;1743;401;10;0;1;0
1083;10;0;52;126;2;925;1469;681;19;1;1;0
1039;6;0;6;136;6;62;544;3212;7;0;1;2
1747;5;0;13;185;6;800;873;3105;10;0;0;3
1449;5;1;52;105;6;211;947;2036;10;1;0;1
1872;5;1;49;139;7;81;1389;3153;5;1;0;3
1796;16;1;7;101;4;667;798;1642;3;1;1;1
1097;14;0;60;181;1;405;519;509;12;0;0;0
1562;5;1;20;172;8;678;1676;3465;6;1;0;3
1433;23;0;27;153;7;1619;1651;3900;2;0;1;3
740;18;0;12;123;1;935;1147;1105;19;1;1;0
676;22;0;39;84;1;864;1011;2064;6;0;0;1
503;18;1;13;131;1;1495;1688;3117;9;0;1;3
1020;15;0;7;96;3;870;1613;1142;8;0;1;1
896;10;1;4;111;1;1379;1469;1060;4;1;1;1
1824;8;0;19;143;2;1055;1738;2381;5;0;0;2
1512;6;1;54;134;3;220;1838;3366;11;0;1;3
1053;29;0;42;126;6;419;1261;1339;14;0;1;0
1944;18;1;31;87;4;1111;1362;2560;8;0;0;3
1174;7;1;25;91;2;1097;1461;285;3;0;1;0
627;16;1;12;131;7;447;819;2476;10;0;0;1
1602;27;0;46;118;1;273;1062;1862;2;0;1;1
1733;15;1;6;170;1;590;997;3488;10;1;1;3
586;14;1;8;142;8;116;598;3178;10;0;1;2
1528;24;0;37;156;8;306;564;733;14;1;0;0
875;7;0;23;110;7;300;1316;756;6;0;0;0
1602;6;0;58;170;1;1259;1746;3622;17;1;1;3
1426;16;0;12;174;5;1573;1694;1277;5;0;0;1
1370;14;0;6;158;6;1392;1783;3703;11;1;0;3
609;5;0;10;81;6;113;1524;1905;18;1;1;1
840;12;1;15;178;6;526;1728;2636;6;1;0;2
991;20;0;12;158;5;1209;1678;2014;10;0;0;2
1724;18;0;9;100;2;655;828;3056;6;0;0;3
584;18;0;19;168;3;1123;1622;465;4;1;0;0
860;13;1;49;141;6;692;979;3869;20;1;1;3
1541;28;1;28;165;5;796;1052;1108;7;0;1;1
615;5;1;58;130;5;1021;1958;1906;5;0;0;1
912;28;1;46;84;4;995;1310;851;4;1;1;0
1278;12;0;60;172;7;1244;1504;3142;19;0;1;3
1365;6;0;31;125;4;293;970;1300;13;0;1;0
1702;10;0;36;177;5;1240;1931;1430;10;0;0;2
589;5;0;59;146;8;759;1858;362;6;1;1;0
1347;15;1;56;95;1;398;1528;2456;13;1;1;2
1644;28;0;44;137;8;358;791;2360;19;0;0;2
956;19;1;42;133;7;403;1614;3700;7;1;0;3
1089;14;1;2;153;7;211;1409;2620;13;0;0;2
871;6;0;52;178;3;194;1437;437;17;0;0;0
664;15;0;6;164;2;1076;1472;3774;18;0;0;3
1874;6;0;19;192;2;1238;1418;1218;17;1;0;1
1928;26;0;5;162;5;229;1004;696;15;1;1;0
888;26;1;33;198;2;327;1683;3407;20;0;0;3
1077;17;1;58;86;7;135;1892;3902;3;0;0;3
1023;23;1;30;80;8;5;1744;2086;19;1;1;1
1426;8;0;42;84;3;715;1163;1356;16;0;1;1
831;17;1;26;177;5;511;621;1704;20;1;1;0
1496;13;1;6;85;3;549;1383;3571;11;1;1;3
1433;23;0;5;129;5;420;784;2132;19;0;1;1
1095;26;1;44;103;4;838;1066;3209;8;1;1;3
643;7;1;23;156;1;314;1400;2096;2;0;0;1
1142;11;0;6;198;4;739;1766;1273;6;0;0;1
730;5;1;27;112;5;62;846;3623;15;1;0;2
1901;5;0;41;131;2;3;1662;368;12;0;0;0
1510;6;1;32;135;3;963;1520;854;10;0;1;1
1924;26;0;59;136;6;1438;1923;3646;16;0;1;3
1825;11;1;17;157;4;1621;1773;3130;2;0;1;3
1275;5;1;5;152;1;19;501;3784;4;1;0;3
987;23;0;17;124;7;887;1274;3885;14;1;0;3
1538;23;0;13;121;7;567;986;1494;12;1;1;1
1965;5;0;29;149;5;584;676;2973;20;1;1;3
808;19;0;20;185;6;496;974;1471;11;1;0;0
712;5;0;27;86;2;1245;1309;2001;12;1;1;1
1507;9;1;42;123;5;682;888;1486;19;0;0;1
912;7;0;47;182;3;724;794;1321;6;1;1;0
769;12;0;17;95;8;1384;1454;1877;11;0;1;1
948;23;0;22;173;5;257;1654;3499;19;1;1;3
507;19;1;39;142;1;17;1084;2124;12;1;0;1
1384;28;1;60;82;3;983;1210;1221;15;0;1;1
1766;13;0;29;194;8;439;1306;2316;6;0;1;2
1407;18;1;16;170;4;925;1206;1068;8;1;0;1
614;29;1;24;94;4;409;603;1930;4;0;1;1
1972;29;0;14;196;7;293;952;1316;8;1;0;1
1039;5;1;47;130;8;384;1878;1742;15;0;0;1
511;30;1;34;125;8;149;1285;3265;14;0;0;2
1811;25;0;5;98;4;447;568;2700;8;1;1;2
1159;15;0;36;104;4;717;1206;2115;18;0;0;2
1848;13;1;12;178;2;195;533;3915;8;0;1;3
1988;5;0;16;94;8;153;696;3144;14;0;0;3
1469;5;0;58;150;7;1699;1850;1571;2;0;0;2
1423;6;0;44;131;5;501;640;2253;9;0;0;1
1974;5;1;10;145;6;530;1496;1433;17;0;0;1
835;8;1;42;128;5;396;1378;2583;13;1;1;2
1429;6;0;42;151;5;670;1552;1817;16;0;0;1
947;5;0;51;144;2;193;887;2915;6;1;1;2
1446;28;1;18;178;8;351;1769;3340;16;1;1;3
1332;13;1;7;168;7;846;855;2790;10;1;0;2
1498;12;1;14;191;4;111;1167;577;12;1;0;0
1576;9;1;14;173;2;1213;1386;3220;6;1;0;3
1398;16;1;26;150;1;755;1284;3488;11;1;0;3
1885;24;1;14;92;4;1406;1517;1277;16;0;1;1
798;5;1;2;148;2;497;627;3593;3;1;0;2
1436;25;1;42;124;8;1826;1836;2736;19;1;0;3
1998;12;0;31;196;8;50;1356;2311;18;1;0;2
1321;13;0;63;109;8;817;941;1464;16;1;1;1
1021;13;0;9;192;2;901;1793;1355;14;1;0;1
1339;23;1;40;123;2;212;1269;2382;7;0;1;2
1210;16;1;57;111;4;329;1039;1886;17;0;1;1
1949;5;1;31;145;5;837;1182;832;19;0;0;1
882;7;1;28;151;6;248;884;751;8;0;1;0
1549;15;1;27;113;5;632;1162;436;11;0;0;0
1991;22;1;42;82;1;366;613;722;10;1;0;0
796;5;0;12;114;1;174;518;1075;2;1;0;0
1012;5;1;39;161;4;882;1195;2802;10;1;0;2
1318;19;1;11;188;2;688;1591;1780;2;0;0;1
1708;8;0;14;197;4;263;1345;1247;16;0;0;1
598;8;1;62;117;8;118;764;3066;19;1;0;2
541;23;0;51;200;8;1012;1226;403;12;0;0;0
818;5;1;23;192;5;586;1552;2518;3;1;0;2
1414;5;0;15;168;2;294;1233;1069;14;0;0;0
601;17;1;6;169;4;818;1827;2651;9;0;1;2
561;28;1;40;99;7;426;865;2974;19;0;1;2
1616;23;1;52;100;5;151;1133;657;2;1;0;0
1263;14;1;32;103;2;409;644;3372;10;1;0;3
1604;19;1;63;93;5;641;1156;1464;20;1;0;1
539;20;1;24;86;4;958;967;1326;3;1;0;0
1071;26;0;49;199;4;1328;1970;3393;7;0;0;3
826;5;1;57;135;2;354;530;323;7;0;1;0
771;29;0;62;106;1;1709;1781;1628;6;1;0;1
1811;29;0;33;132;8;1099;1553;2610;13;1;0;3
1842;22;1;56;179;4;783;1227;3721;4;1;1;3
1420;28;1;50;100;8;194;1393;763;17;1;1;0
1763;5;1;10;184;3;238;1893;792;13;0;1;0
1163;19;0;2;133;5;919;1076;1568;19;0;0;1
1805;5;0;29;182;4;758;891;1276;17;1;0;1
610;16;1;52;90;4;1039;1273;3472;12;1;1;3
1533;11;1;17;160;4;1054;1393;2520;11;0;1;2
1924;5;0;63;111;2;122;686;3423;19;0;0;3
1801;5;1;52;120;6;100;1708;258;9;0;0;0
1726;19;0;42;106;5;1221;1804;1868;6;0;0;2
794;25;1;14;197;3;312;1376;2171;18;0;1;1
1686;5;1;28;182;5;599;1073;780;5;0;0;0
1444;21;1;6;103;1;1274;1340;712;10;0;0;0
1004;16;1;30;160;8;62;581;1012;13;1;1;0
1242;24;0;28;166;4;315;1796;318;19;0;0;0
539;15;0;26;137;6;1123;1709;3948;15;1;1;3
717;11;1;14;99;8;1878;1981;629;20;0;0;0
1540;7;1;29;157;7;318;831;1161;5;0;0;0
672;5;0;35;99;8;574;1267;1403;6;0;0;0
1325;5;0;13;133;4;1353;1915;3707;18;1;0;3
950;5;0;55;124;8;86;1681;1305;4;0;1;0
948;15;1;18;119;4;340;1728;2926;9;1;1;2
1328;5;0;27;144;3;602;1156;2674;5;0;1;2
1447;5;0;40;184;2;963;1062;471;20;0;1;0
1973;5;1;21;95;8;127;507;1724;8;0;1;1
1731;23;1;60;171;4;142;1039;1220;20;1;0;1
1617;15;0;63;111;2;274;1079;2754;8;1;1;2
1791;5;1;33;110;5;371;682;594;16;0;1;0
851;23;1;54;101;2;788;1007;1005;14;0;1;0
856;19;1;14;115;1;395;1027;2439;12;1;1;1
714;5;0;30;145;4;643;1527;2302;10;1;1;1
951;5;0;15;81;2;854;935;1083;16;1;0;0
1303;21;0;10;109;8;1335;1873;2219;15;1;1;2
1550;27;0;32;126;7;1541;1619;1571;14;0;0;2
1759;14;0;15;101;4;382;1163;2107;16;1;0;2
1448;5;1;2;100;5;846;1144;593;18;1;1;0
1987;19;0;50;119;8;960;1925;857;6;1;0;1
908;21;0;44;95;5;154;941;3518;7;1;1;3
820;5;1;58;160;4;468;694;1284;17;0;1;0
904;27;1;19;147;6;1094;1496;545;16;0;0;0
667;13;1;6;149;6;272;870;3566;12;0;1;2
1109;21;0;34;173;1;165;1103;2821;17;0;1;2
1333;14;0;59;183;7;394;1301;3442;5;1;0;3
1352;24;0;6;92;6;629;1299;1309;14;0;0;1
1600;25;1;19;88;6;831;1713;1179;18;0;1;1
1454;14;1;37;80;8;903;910;1713;19;0;0;1
1489;21;1;9;169;3;923;1759;1663;14;0;1;1
1823;28;1;10;81;8;362;1250;1812;19;1;1;2
1581;10;0;41;172;4;693;850;1384;2;1;1;1
1672;17;1;44;172;8;1250;1435;1348;7;1;1;1
1283;7;1;27;80;4;1135;1923;3957;6;0;0;3
630;20;0;14;180;8;66;1448;1212;12;0;0;0
659;22;0;24;151;8;924;1877;3925;10;1;1;3
1811;5;1;32;115;6;204;1132;348;18;0;1;0
688;25;0;40;109;5;376;1957;1382;8;1;0;1
514;29;1;18;141;2;1083;1492;980;16;0;1;0
1933;28;1;16;154;3;229;1473;838;18;1;0;0
915;20;0;31;91;3;875;1316;378;9;1;0;0
1006;22;1;22;135;4;35;991;909;7;0;1;0
1134;9;0;13;92;4;18;903;3632;19;1;0;3
599;29;0;64;186;8;103;646;3396;7;0;0;2
973;5;1;53;196;5;105;588;1861;16;1;0;1
1180;25;0;27;90;6;168;540;348;19;1;1;0
1237;25;0;13;98;4;18;1004;2528;16;0;0;2
659;5;1;5;169;8;659;730;2190;16;1;0;1
1142;14;1;6;190;8;534;855;663;5;1;1;0
1002;27;1;11;185;6;285;512;961;19;0;1;0
1392;25;0;44;113;4;482;1098;1280;16;0;1;1
602;9;0;50;141;8;1571;1717;2189;16;1;0;2
1249;5;0;55;140;3;605;1193;531;13;1;1;0
531;5;1;12;121;4;158;1657;2331;20;0;1;1
1450;21;0;31;114;5;1573;1639;794;9;1;1;1
1342;28;0;50;173;1;127;620;2644;11;1;1;2
832;5;0;22;198;1;343;1431;1666;20;1;1;1
867;15;0;57;159;4;289;724;2157;18;0;0;1
1404;21;0;44;151;1;1703;1880;1196;5;0;1;1
840;9;1;33;150;6;1482;1591;2072;19;1;0;2
1368;5;0;42;91;1;907;925;1590;14;0;0;1
1927;9;1;11;190;8;491;1506;2916;18;1;1;3
1714;5;1;31;120;2;287;627;3707;19;0;1;3
1201;5;0;10;198;6;1151;1723;726;3;1;0;0
1796;23;0;44;184;2;1024;1363;3577;4;1;0;3
1147;8;1;28;158;6;1085;1134;2627;15;0;1;2
776;17;0;20;146;4;991;1803;685;7;1;1;0
510;26;0;33;110;6;1052;1897;1693;5;1;0;1
1045;12;1;40;175;6;1078;1564;2137;12;0;1;2
1497;9;1;10;153;8;98;977;3696;3;0;1;3
1425;6;0;33;89;3;396;1648;3771;9;0;1;3
726;22;0;40;94;4;323;978;1342;4;1;1;0
